,id,code,category,parent,value
811,Counter and Rental Clerks,41-2021,detailed,Counter and Rental Clerks and Parts Salespersons,50
812,Parts Salespersons,41-2022,detailed,Counter and Rental Clerks and Parts Salespersons,50
813,Retail Salespersons,41-2030,broad,Retail Sales Workers,50
815,"Sales Representatives, Services",41-3000,minor,Sales and Related Occupations,50
816,Advertising Sales Agents,41-3010,broad,"Sales Representatives, Services",50
818,Insurance Sales Agents,41-3020,broad,"Sales Representatives, Services",50
820,"Securities, Commodities, and Financial Services Sales Agents",41-3030,broad,"Sales Representatives, Services",50
822,Travel Agents,41-3040,broad,"Sales Representatives, Services",50
824,"Miscellaneous Sales Representatives, Services",41-3090,broad,"Sales Representatives, Services",50
825,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091,detailed,"Miscellaneous Sales Representatives, Services",50
826,"Sales Representatives, Wholesale and Manufacturing",41-4000,minor,Sales and Related Occupations,50
828,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011,detailed,"Sales Representatives, Wholesale and Manufacturing",50
829,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,detailed,"Sales Representatives, Wholesale and Manufacturing",50
830,Other Sales and Related Workers,41-9000,minor,Sales and Related Occupations,50
831,"Models, Demonstrators, and Product Promoters",41-9010,broad,Other Sales and Related Workers,50
832,Demonstrators and Product Promoters,41-9011,detailed,"Models, Demonstrators, and Product Promoters",50
833,Models,41-9012,detailed,"Models, Demonstrators, and Product Promoters",50
834,Real Estate Brokers and Sales Agents,41-9020,broad,Other Sales and Related Workers,50
835,Real Estate Brokers,41-9021,detailed,Real Estate Brokers and Sales Agents,50
836,Real Estate Sales Agents,41-9022,detailed,Real Estate Brokers and Sales Agents,50
837,Sales Engineers,41-9030,broad,Other Sales and Related Workers,50
839,Telemarketers,41-9040,broad,Other Sales and Related Workers,50
841,Miscellaneous Sales and Related Workers,41-9090,broad,Other Sales and Related Workers,50
842,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,detailed,Miscellaneous Sales and Related Workers,50
843,"Sales and Related Workers, All Other",41-9099,detailed,Miscellaneous Sales and Related Workers,50
844,Office and Administrative Support Occupations,43-0000,major,All Occupations,50
845,Supervisors of Office and Administrative Support Workers,43-1000,minor,Office and Administrative Support Occupations,50
846,First-Line Supervisors of Office and Administrative Support Workers,43-1010,broad,Supervisors of Office and Administrative Support Workers,50
848,Communications Equipment Operators,43-2000,minor,Office and Administrative Support Occupations,50
849,"Switchboard Operators, Including Answering Service",43-2010,broad,Communications Equipment Operators,50
851,Telephone Operators,43-2020,broad,Communications Equipment Operators,50
853,Miscellaneous Communications Equipment Operators,43-2090,broad,Communications Equipment Operators,50
854,"Communications Equipment Operators, All Other",43-2099,detailed,Miscellaneous Communications Equipment Operators,50
855,Financial Clerks,43-3000,minor,Office and Administrative Support Occupations,50
856,Bill and Account Collectors,43-3010,broad,Financial Clerks,50
858,Billing and Posting Clerks,43-3020,broad,Financial Clerks,50
860,"Bookkeeping, Accounting, and Auditing Clerks",43-3030,broad,Financial Clerks,50
862,Gambling Cage Workers,43-3040,broad,Financial Clerks,50
864,Payroll and Timekeeping Clerks,43-3050,broad,Financial Clerks,50
866,Procurement Clerks,43-3060,broad,Financial Clerks,50
868,Tellers,43-3070,broad,Financial Clerks,50
870,Miscellaneous Financial Clerks,43-3090,broad,Financial Clerks,50
871,"Financial Clerks, All Other",43-3099,detailed,Miscellaneous Financial Clerks,50
872,Information and Record Clerks,43-4000,minor,Office and Administrative Support Occupations,50
873,Brokerage Clerks,43-4010,broad,Information and Record Clerks,50
875,Correspondence Clerks,43-4020,broad,Information and Record Clerks,50
877,"Court, Municipal, and License Clerks",43-4030,broad,Information and Record Clerks,50
879,"Credit Authorizers, Checkers, and Clerks",43-4040,broad,Information and Record Clerks,50
881,Customer Service Representatives,43-4050,broad,Information and Record Clerks,50
883,"Eligibility Interviewers, Government Programs",43-4060,broad,Information and Record Clerks,50
885,File Clerks,43-4070,broad,Information and Record Clerks,50
887,"Hotel, Motel, and Resort Desk Clerks",43-4080,broad,Information and Record Clerks,50
889,"Interviewers, Except Eligibility and Loan",43-4110,broad,Information and Record Clerks,50
891,"Library Assistants, Clerical",43-4120,broad,Information and Record Clerks,50
893,Loan Interviewers and Clerks,43-4130,broad,Information and Record Clerks,50
895,New Accounts Clerks,43-4140,broad,Information and Record Clerks,50
897,Order Clerks,43-4150,broad,Information and Record Clerks,50
899,"Human Resources Assistants, Except Payroll and Timekeeping",43-4160,broad,Information and Record Clerks,50
901,Receptionists and Information Clerks,43-4170,broad,Information and Record Clerks,50
903,Reservation and Transportation Ticket Agents and Travel Clerks,43-4180,broad,Information and Record Clerks,50
905,Miscellaneous Information and Record Clerks,43-4190,broad,Information and Record Clerks,50
906,"Information and Record Clerks, All Other",43-4199,detailed,Miscellaneous Information and Record Clerks,50
907,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5000,minor,Office and Administrative Support Occupations,50
908,Cargo and Freight Agents,43-5010,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
910,Couriers and Messengers,43-5020,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
912,Dispatchers,43-5030,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
913,Public Safety Telecommunicators,43-5031,detailed,Dispatchers,50
914,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,detailed,Dispatchers,50
915,"Meter Readers, Utilities",43-5040,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
917,Postal Service Workers,43-5050,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
918,Postal Service Clerks,43-5051,detailed,Postal Service Workers,50
919,Postal Service Mail Carriers,43-5052,detailed,Postal Service Workers,50
920,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,detailed,Postal Service Workers,50
921,"Production, Planning, and Expediting Clerks",43-5060,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
923,"Shipping, Receiving, and Inventory Clerks",43-5070,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
925,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5110,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
927,Secretaries and Administrative Assistants,43-6000,minor,Office and Administrative Support Occupations,50
929,Executive Secretaries and Executive Administrative Assistants,43-6011,detailed,Secretaries and Administrative Assistants,50
930,Legal Secretaries and Administrative Assistants,43-6012,detailed,Secretaries and Administrative Assistants,50
931,Medical Secretaries and Administrative Assistants,43-6013,detailed,Secretaries and Administrative Assistants,50
932,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,detailed,Secretaries and Administrative Assistants,50
933,Other Office and Administrative Support Workers,43-9000,minor,Office and Administrative Support Occupations,50
934,Data Entry and Information Processing Workers,43-9020,broad,Other Office and Administrative Support Workers,50
935,Data Entry Keyers,43-9021,detailed,Data Entry and Information Processing Workers,50
936,Word Processors and Typists,43-9022,detailed,Data Entry and Information Processing Workers,50
937,Desktop Publishers,43-9030,broad,Other Office and Administrative Support Workers,50
939,Insurance Claims and Policy Processing Clerks,43-9040,broad,Other Office and Administrative Support Workers,50
941,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9050,broad,Other Office and Administrative Support Workers,50
943,"Office Clerks, General",43-9060,broad,Other Office and Administrative Support Workers,50
945,"Office Machine Operators, Except Computer",43-9070,broad,Other Office and Administrative Support Workers,50
947,Proofreaders and Copy Markers,43-9080,broad,Other Office and Administrative Support Workers,50
949,Statistical Assistants,43-9110,broad,Other Office and Administrative Support Workers,50
951,Miscellaneous Office and Administrative Support Workers,43-9190,broad,Other Office and Administrative Support Workers,50
952,"Office and Administrative Support Workers, All Other",43-9199,detailed,Miscellaneous Office and Administrative Support Workers,50
953,"Farming, Fishing, and Forestry Occupations",45-0000,major,All Occupations,50
954,"Supervisors of Farming, Fishing, and Forestry Workers",45-1000,minor,"Farming, Fishing, and Forestry Occupations",50
955,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1010,broad,"Supervisors of Farming, Fishing, and Forestry Workers",50
957,Agricultural Workers,45-2000,minor,"Farming, Fishing, and Forestry Occupations",50
958,Agricultural Inspectors,45-2010,broad,Agricultural Workers,50
960,Animal Breeders,45-2020,broad,Agricultural Workers,50
962,"Graders and Sorters, Agricultural Products",45-2040,broad,Agricultural Workers,50
964,Miscellaneous Agricultural Workers,45-2090,broad,Agricultural Workers,50
965,Agricultural Equipment Operators,45-2091,detailed,Miscellaneous Agricultural Workers,50
966,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,detailed,Miscellaneous Agricultural Workers,50
967,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,detailed,Miscellaneous Agricultural Workers,50
968,"Agricultural Workers, All Other",45-2099,detailed,Miscellaneous Agricultural Workers,50
969,Fishing and Hunting Workers,45-3000,minor,"Farming, Fishing, and Forestry Occupations",50
972,"Forest, Conservation, and Logging Workers",45-4000,minor,"Farming, Fishing, and Forestry Occupations",50
973,Forest and Conservation Workers,45-4010,broad,"Forest, Conservation, and Logging Workers",50
975,Logging Workers,45-4020,broad,"Forest, Conservation, and Logging Workers",50
976,Fallers,45-4021,detailed,Logging Workers,50
977,Logging Equipment Operators,45-4022,detailed,Logging Workers,50
978,Log Graders and Scalers,45-4023,detailed,Logging Workers,50
979,"Logging Workers, All Other",45-4029,detailed,Logging Workers,50
980,Construction and Extraction Occupations,47-0000,major,All Occupations,50
981,Supervisors of Construction and Extraction Workers,47-1000,minor,Construction and Extraction Occupations,50
982,First-Line Supervisors of Construction Trades and Extraction Workers,47-1010,broad,Supervisors of Construction and Extraction Workers,50
984,Construction Trades Workers,47-2000,minor,Construction and Extraction Occupations,50
985,Boilermakers,47-2010,broad,Construction Trades Workers,50
987,"Brickmasons, Blockmasons, and Stonemasons",47-2020,broad,Construction Trades Workers,50
988,Brickmasons and Blockmasons,47-2021,detailed,"Brickmasons, Blockmasons, and Stonemasons",50
989,Stonemasons,47-2022,detailed,"Brickmasons, Blockmasons, and Stonemasons",50
990,Carpenters,47-2030,broad,Construction Trades Workers,50
992,"Carpet, Floor, and Tile Installers and Finishers",47-2040,broad,Construction Trades Workers,50
993,Carpet Installers,47-2041,detailed,"Carpet, Floor, and Tile Installers and Finishers",50
994,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042,detailed,"Carpet, Floor, and Tile Installers and Finishers",50
995,Floor Sanders and Finishers,47-2043,detailed,"Carpet, Floor, and Tile Installers and Finishers",50
996,Tile and Stone Setters,47-2044,detailed,"Carpet, Floor, and Tile Installers and Finishers",50
997,"Cement Masons, Concrete Finishers, and Terrazzo Workers",47-2050,broad,Construction Trades Workers,50
998,Cement Masons and Concrete Finishers,47-2051,detailed,"Cement Masons, Concrete Finishers, and Terrazzo Workers",50
999,Terrazzo Workers and Finishers,47-2053,detailed,"Cement Masons, Concrete Finishers, and Terrazzo Workers",50
1000,Construction Laborers,47-2060,broad,Construction Trades Workers,50
1002,Construction Equipment Operators,47-2070,broad,Construction Trades Workers,50
1003,"Paving, Surfacing, and Tamping Equipment Operators",47-2071,detailed,Construction Equipment Operators,50
1004,Pile Driver Operators,47-2072,detailed,Construction Equipment Operators,50
1005,Operating Engineers and Other Construction Equipment Operators,47-2073,detailed,Construction Equipment Operators,50
1006,"Drywall Installers, Ceiling Tile Installers, and Tapers",47-2080,broad,Construction Trades Workers,50
1007,Drywall and Ceiling Tile Installers,47-2081,detailed,"Drywall Installers, Ceiling Tile Installers, and Tapers",50
1008,Tapers,47-2082,detailed,"Drywall Installers, Ceiling Tile Installers, and Tapers",50
1009,Electricians,47-2110,broad,Construction Trades Workers,50
1011,Glaziers,47-2120,broad,Construction Trades Workers,50
1013,Insulation Workers,47-2130,broad,Construction Trades Workers,50
1014,"Insulation Workers, Floor, Ceiling, and Wall",47-2131,detailed,Insulation Workers,50
1015,"Insulation Workers, Mechanical",47-2132,detailed,Insulation Workers,50
1016,Painters and Paperhangers,47-2140,broad,Construction Trades Workers,50
1017,"Painters, Construction and Maintenance",47-2141,detailed,Painters and Paperhangers,50
1018,Paperhangers,47-2142,detailed,Painters and Paperhangers,50
1019,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-2150,broad,Construction Trades Workers,50
1020,Pipelayers,47-2151,detailed,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",50
1021,"Plumbers, Pipefitters, and Steamfitters",47-2152,detailed,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",50
1022,Plasterers and Stucco Masons,47-2160,broad,Construction Trades Workers,50
1024,Reinforcing Iron and Rebar Workers,47-2170,broad,Construction Trades Workers,50
1026,Roofers,47-2180,broad,Construction Trades Workers,50
1028,Sheet Metal Workers,47-2210,broad,Construction Trades Workers,50
1030,Structural Iron and Steel Workers,47-2220,broad,Construction Trades Workers,50
1032,Solar Photovoltaic Installers,47-2230,broad,Construction Trades Workers,50
1034,"Helpers, Construction Trades",47-3000,minor,Construction and Extraction Occupations,50
1036,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",47-3011,detailed,"Helpers, Construction Trades",50
1037,Helpers--Carpenters,47-3012,detailed,"Helpers, Construction Trades",50
1038,Helpers--Electricians,47-3013,detailed,"Helpers, Construction Trades",50
1039,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",47-3014,detailed,"Helpers, Construction Trades",50
1040,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-3015,detailed,"Helpers, Construction Trades",50
1041,Helpers--Roofers,47-3016,detailed,"Helpers, Construction Trades",50
1042,"Helpers, Construction Trades, All Other",47-3019,detailed,"Helpers, Construction Trades",50
1043,Other Construction and Related Workers,47-4000,minor,Construction and Extraction Occupations,50
1044,Construction and Building Inspectors,47-4010,broad,Other Construction and Related Workers,50
1046,Elevator and Escalator Installers and Repairers,47-4020,broad,Other Construction and Related Workers,50
1048,Fence Erectors,47-4030,broad,Other Construction and Related Workers,50
1050,Hazardous Materials Removal Workers,47-4040,broad,Other Construction and Related Workers,50
1052,Highway Maintenance Workers,47-4050,broad,Other Construction and Related Workers,50
1054,Rail-Track Laying and Maintenance Equipment Operators,47-4060,broad,Other Construction and Related Workers,50
1056,Septic Tank Servicers and Sewer Pipe Cleaners,47-4070,broad,Other Construction and Related Workers,50
1058,Miscellaneous Construction and Related Workers,47-4090,broad,Other Construction and Related Workers,50
1059,Segmental Pavers,47-4091,detailed,Miscellaneous Construction and Related Workers,50
1060,"Construction and Related Workers, All Other",47-4099,detailed,Miscellaneous Construction and Related Workers,50
1061,Extraction Workers,47-5000,minor,Construction and Extraction Occupations,50
1062,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",47-5010,broad,Extraction Workers,50
1063,"Derrick Operators, Oil and Gas",47-5011,detailed,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",50
1064,"Rotary Drill Operators, Oil and Gas",47-5012,detailed,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",50
1065,"Service Unit Operators, Oil and Gas",47-5013,detailed,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",50
1066,Surface Mining Machine Operators and Earth Drillers,47-5020,broad,Extraction Workers,50
1067,"Excavating and Loading Machine and Dragline Operators, Surface Mining",47-5022,detailed,Surface Mining Machine Operators and Earth Drillers,50
1068,"Earth Drillers, Except Oil and Gas",47-5023,detailed,Surface Mining Machine Operators and Earth Drillers,50
1069,"Explosives Workers, Ordnance Handling Experts, and Blasters",47-5030,broad,Extraction Workers,50
1071,Underground Mining Machine Operators,47-5040,broad,Extraction Workers,50
1072,Continuous Mining Machine Operators,47-5041,detailed,Underground Mining Machine Operators,50
1073,"Roof Bolters, Mining",47-5043,detailed,Underground Mining Machine Operators,50
1074,"Loading and Moving Machine Operators, Underground Mining",47-5044,detailed,Underground Mining Machine Operators,50
1075,"Underground Mining Machine Operators, All Other",47-5049,detailed,Underground Mining Machine Operators,50
1076,"Rock Splitters, Quarry",47-5050,broad,Extraction Workers,50
1078,"Roustabouts, Oil and Gas",47-5070,broad,Extraction Workers,50
1080,Helpers--Extraction Workers,47-5080,broad,Extraction Workers,50
1082,Miscellaneous Extraction Workers,47-5090,broad,Extraction Workers,50
1083,"Extraction Workers, All Other",47-5099,detailed,Miscellaneous Extraction Workers,50
1084,"Installation, Maintenance, and Repair Occupations",49-0000,major,All Occupations,50
1085,"Supervisors of Installation, Maintenance, and Repair Workers",49-1000,minor,"Installation, Maintenance, and Repair Occupations",50
1086,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1010,broad,"Supervisors of Installation, Maintenance, and Repair Workers",50
1088,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2000,minor,"Installation, Maintenance, and Repair Occupations",50
1089,"Computer, Automated Teller, and Office Machine Repairers",49-2010,broad,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1091,Radio and Telecommunications Equipment Installers and Repairers,49-2020,broad,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1092,"Radio, Cellular, and Tower Equipment Installers and Repairers",49-2021,detailed,Radio and Telecommunications Equipment Installers and Repairers,50
1093,"Telecommunications Equipment Installers and Repairers, Except Line Installers",49-2022,detailed,Radio and Telecommunications Equipment Installers and Repairers,50
1094,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",49-2090,broad,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1095,Avionics Technicians,49-2091,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1096,"Electric Motor, Power Tool, and Related Repairers",49-2092,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1097,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1098,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",49-2094,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1099,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",49-2095,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1100,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1101,Audiovisual Equipment Installers and Repairers,49-2097,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1102,Security and Fire Alarm Systems Installers,49-2098,detailed,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",50
1103,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3000,minor,"Installation, Maintenance, and Repair Occupations",50
1104,Aircraft Mechanics and Service Technicians,49-3010,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1106,Automotive Technicians and Repairers,49-3020,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1107,Automotive Body and Related Repairers,49-3021,detailed,Automotive Technicians and Repairers,50
1108,Automotive Glass Installers and Repairers,49-3022,detailed,Automotive Technicians and Repairers,50
1109,Automotive Service Technicians and Mechanics,49-3023,detailed,Automotive Technicians and Repairers,50
1110,Bus and Truck Mechanics and Diesel Engine Specialists,49-3030,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1112,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,49-3040,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1113,Farm Equipment Mechanics and Service Technicians,49-3041,detailed,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,50
1114,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042,detailed,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,50
1115,Rail Car Repairers,49-3043,detailed,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,50
1116,Small Engine Mechanics,49-3050,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1117,Motorboat Mechanics and Service Technicians,49-3051,detailed,Small Engine Mechanics,50
1118,Motorcycle Mechanics,49-3052,detailed,Small Engine Mechanics,50
1119,Outdoor Power Equipment and Other Small Engine Mechanics,49-3053,detailed,Small Engine Mechanics,50
1120,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",49-3090,broad,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1121,Bicycle Repairers,49-3091,detailed,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1122,Recreational Vehicle Service Technicians,49-3092,detailed,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1123,Tire Repairers and Changers,49-3093,detailed,"Miscellaneous Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",50
1124,"Other Installation, Maintenance, and Repair Occupations",49-9000,minor,"Installation, Maintenance, and Repair Occupations",50
1125,Control and Valve Installers and Repairers,49-9010,broad,"Other Installation, Maintenance, and Repair Occupations",50
1126,Mechanical Door Repairers,49-9011,detailed,Control and Valve Installers and Repairers,50
1127,"Control and Valve Installers and Repairers, Except Mechanical Door",49-9012,detailed,Control and Valve Installers and Repairers,50
1128,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9020,broad,"Other Installation, Maintenance, and Repair Occupations",50
1130,Home Appliance Repairers,49-9030,broad,"Other Installation, Maintenance, and Repair Occupations",50
1132,"Industrial Machinery Installation, Repair, and Maintenance Workers",49-9040,broad,"Other Installation, Maintenance, and Repair Occupations",50
1133,Industrial Machinery Mechanics,49-9041,detailed,"Industrial Machinery Installation, Repair, and Maintenance Workers",50
1134,"Maintenance Workers, Machinery",49-9043,detailed,"Industrial Machinery Installation, Repair, and Maintenance Workers",50
1135,Millwrights,49-9044,detailed,"Industrial Machinery Installation, Repair, and Maintenance Workers",50
1136,"Refractory Materials Repairers, Except Brickmasons",49-9045,detailed,"Industrial Machinery Installation, Repair, and Maintenance Workers",50
1137,Line Installers and Repairers,49-9050,broad,"Other Installation, Maintenance, and Repair Occupations",50
1138,Electrical Power-Line Installers and Repairers,49-9051,detailed,Line Installers and Repairers,50
1139,Telecommunications Line Installers and Repairers,49-9052,detailed,Line Installers and Repairers,50
1140,Precision Instrument and Equipment Repairers,49-9060,broad,"Other Installation, Maintenance, and Repair Occupations",50
1141,Camera and Photographic Equipment Repairers,49-9061,detailed,Precision Instrument and Equipment Repairers,50
1142,Medical Equipment Repairers,49-9062,detailed,Precision Instrument and Equipment Repairers,50
1143,Musical Instrument Repairers and Tuners,49-9063,detailed,Precision Instrument and Equipment Repairers,50
1144,Watch and Clock Repairers,49-9064,detailed,Precision Instrument and Equipment Repairers,50
1145,"Precision Instrument and Equipment Repairers, All Other",49-9069,detailed,Precision Instrument and Equipment Repairers,50
1146,"Maintenance and Repair Workers, General",49-9070,broad,"Other Installation, Maintenance, and Repair Occupations",50
1148,Wind Turbine Service Technicians,49-9080,broad,"Other Installation, Maintenance, and Repair Occupations",50
1150,"Miscellaneous Installation, Maintenance, and Repair Workers",49-9090,broad,"Other Installation, Maintenance, and Repair Occupations",50
1151,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1152,Commercial Divers,49-9092,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1153,Locksmiths and Safe Repairers,49-9094,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1154,Manufactured Building and Mobile Home Installers,49-9095,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1155,Riggers,49-9096,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1156,Signal and Track Switch Repairers,49-9097,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1157,"Helpers--Installation, Maintenance, and Repair Workers",49-9098,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1158,"Installation, Maintenance, and Repair Workers, All Other",49-9099,detailed,"Miscellaneous Installation, Maintenance, and Repair Workers",50
1159,Production Occupations,51-0000,major,All Occupations,50
1160,Supervisors of Production Workers,51-1000,minor,Production Occupations,50
1161,First-Line Supervisors of Production and Operating Workers,51-1010,broad,Supervisors of Production Workers,50
1163,Assemblers and Fabricators,51-2000,minor,Production Occupations,50
1164,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",51-2010,broad,Assemblers and Fabricators,50
1166,"Electrical, Electronics, and Electromechanical Assemblers",51-2020,broad,Assemblers and Fabricators,50
1167,"Coil Winders, Tapers, and Finishers",51-2021,detailed,"Electrical, Electronics, and Electromechanical Assemblers",50
1168,Electrical and Electronic Equipment Assemblers,51-2022,detailed,"Electrical, Electronics, and Electromechanical Assemblers",50
1169,Electromechanical Equipment Assemblers,51-2023,detailed,"Electrical, Electronics, and Electromechanical Assemblers",50
1170,Engine and Other Machine Assemblers,51-2030,broad,Assemblers and Fabricators,50
1172,Structural Metal Fabricators and Fitters,51-2040,broad,Assemblers and Fabricators,50
1174,Fiberglass Laminators and Fabricators,51-2050,broad,Assemblers and Fabricators,50
1176,Timing Device Assemblers and Adjusters,51-2060,broad,Assemblers and Fabricators,50
1178,Miscellaneous Assemblers and Fabricators,51-2090,broad,Assemblers and Fabricators,50
1179,Team Assemblers,51-2092,detailed,Miscellaneous Assemblers and Fabricators,50
1180,"Assemblers and Fabricators, All Other",51-2099,detailed,Miscellaneous Assemblers and Fabricators,50
1181,Food Processing Workers,51-3000,minor,Production Occupations,50
1182,Bakers,51-3010,broad,Food Processing Workers,50
1184,"Butchers and Other Meat, Poultry, and Fish Processing Workers",51-3020,broad,Food Processing Workers,50
1185,Butchers and Meat Cutters,51-3021,detailed,"Butchers and Other Meat, Poultry, and Fish Processing Workers",50
1186,"Meat, Poultry, and Fish Cutters and Trimmers",51-3022,detailed,"Butchers and Other Meat, Poultry, and Fish Processing Workers",50
1187,Slaughterers and Meat Packers,51-3023,detailed,"Butchers and Other Meat, Poultry, and Fish Processing Workers",50
1188,Miscellaneous Food Processing Workers,51-3090,broad,Food Processing Workers,50
1189,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",51-3091,detailed,Miscellaneous Food Processing Workers,50
1190,Food Batchmakers,51-3092,detailed,Miscellaneous Food Processing Workers,50
1191,Food Cooking Machine Operators and Tenders,51-3093,detailed,Miscellaneous Food Processing Workers,50
1192,"Food Processing Workers, All Other",51-3099,detailed,Miscellaneous Food Processing Workers,50
1193,Metal Workers and Plastic Workers,51-4000,minor,Production Occupations,50
1194,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",51-4020,broad,Metal Workers and Plastic Workers,50
1195,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",51-4021,detailed,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",50
1196,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",51-4022,detailed,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",50
1197,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",51-4023,detailed,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",50
1198,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",51-4030,broad,Metal Workers and Plastic Workers,50
1199,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",51-4031,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
1200,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4032,detailed,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",50
