,id,code,category,parent,value
701,Food Preparation Workers,35-2020,broad,Cooks and Food Preparation Workers,50
702,Food Preparation Workers,35-2021,detailed,Food Preparation Workers,50
703,Food and Beverage Serving Workers,35-3000,minor,Food Preparation and Serving Related Occupations,50
704,Bartenders,35-3010,broad,Food and Beverage Serving Workers,50
705,Bartenders,35-3011,detailed,Bartenders,50
706,Fast Food and Counter Workers,35-3020,broad,Food and Beverage Serving Workers,50
707,Fast Food and Counter Workers,35-3023,detailed,Fast Food and Counter Workers,50
708,Waiters and Waitresses,35-3030,broad,Food and Beverage Serving Workers,50
709,Waiters and Waitresses,35-3031,detailed,Waiters and Waitresses,50
710,"Food Servers, Nonrestaurant",35-3040,broad,Food and Beverage Serving Workers,50
711,"Food Servers, Nonrestaurant",35-3041,detailed,"Food Servers, Nonrestaurant",50
712,Other Food Preparation and Serving Related Workers,35-9000,minor,Food Preparation and Serving Related Occupations,50
713,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9010,broad,Other Food Preparation and Serving Related Workers,50
714,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011,detailed,Dining Room and Cafeteria Attendants and Bartender Helpers,50
715,Dishwashers,35-9020,broad,Other Food Preparation and Serving Related Workers,50
716,Dishwashers,35-9021,detailed,Dishwashers,50
717,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9030,broad,Other Food Preparation and Serving Related Workers,50
718,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",35-9031,detailed,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",50
719,Miscellaneous Food Preparation and Serving Related Workers,35-9090,broad,Other Food Preparation and Serving Related Workers,50
720,"Food Preparation and Serving Related Workers, All Other",35-9099,detailed,Miscellaneous Food Preparation and Serving Related Workers,50
721,Building and Grounds Cleaning and Maintenance Occupations,37-0000,major,All Occupations,50
722,Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1000,minor,Building and Grounds Cleaning and Maintenance Occupations,50
723,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,37-1010,broad,Supervisors of Building and Grounds Cleaning and Maintenance Workers,50
724,First-Line Supervisors of Housekeeping and Janitorial Workers,37-1011,detailed,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,50
725,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012,detailed,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,50
726,Building Cleaning and Pest Control Workers,37-2000,minor,Building and Grounds Cleaning and Maintenance Occupations,50
727,Building Cleaning Workers,37-2010,broad,Building Cleaning and Pest Control Workers,50
728,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",37-2011,detailed,Building Cleaning Workers,50
729,Maids and Housekeeping Cleaners,37-2012,detailed,Building Cleaning Workers,50
730,"Building Cleaning Workers, All Other",37-2019,detailed,Building Cleaning Workers,50
731,Pest Control Workers,37-2020,broad,Building Cleaning and Pest Control Workers,50
732,Pest Control Workers,37-2021,detailed,Pest Control Workers,50
733,Grounds Maintenance Workers,37-3000,minor,Building and Grounds Cleaning and Maintenance Occupations,50
734,Grounds Maintenance Workers,37-3010,broad,Grounds Maintenance Workers,50
735,Landscaping and Groundskeeping Workers,37-3011,detailed,Grounds Maintenance Workers,50
736,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",37-3012,detailed,Grounds Maintenance Workers,50
737,Tree Trimmers and Pruners,37-3013,detailed,Grounds Maintenance Workers,50
738,"Grounds Maintenance Workers, All Other",37-3019,detailed,Grounds Maintenance Workers,50
739,Personal Care and Service Occupations,39-0000,major,All Occupations,50
740,Supervisors of Personal Care and Service Workers,39-1000,minor,Personal Care and Service Occupations,50
741,First-Line Supervisors of Entertainment and Recreation Workers,39-1010,broad,Supervisors of Personal Care and Service Workers,50
742,First-Line Supervisors of Gambling Services Workers,39-1013,detailed,First-Line Supervisors of Entertainment and Recreation Workers,50
743,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1014,detailed,First-Line Supervisors of Entertainment and Recreation Workers,50
744,First-Line Supervisors of Personal Service Workers,39-1020,broad,Supervisors of Personal Care and Service Workers,50
745,First-Line Supervisors of Personal Service Workers,39-1022,detailed,First-Line Supervisors of Personal Service Workers,50
746,Animal Care and Service Workers,39-2000,minor,Personal Care and Service Occupations,50
747,Animal Trainers,39-2010,broad,Animal Care and Service Workers,50
748,Animal Trainers,39-2011,detailed,Animal Trainers,50
749,Animal Caretakers,39-2020,broad,Animal Care and Service Workers,50
750,Animal Caretakers,39-2021,detailed,Animal Caretakers,50
751,Entertainment Attendants and Related Workers,39-3000,minor,Personal Care and Service Occupations,50
752,Gambling Services Workers,39-3010,broad,Entertainment Attendants and Related Workers,50
753,Gambling Dealers,39-3011,detailed,Gambling Services Workers,50
754,Gambling and Sports Book Writers and Runners,39-3012,detailed,Gambling Services Workers,50
755,"Gambling Service Workers, All Other",39-3019,detailed,Gambling Services Workers,50
756,Motion Picture Projectionists,39-3020,broad,Entertainment Attendants and Related Workers,50
757,Motion Picture Projectionists,39-3021,detailed,Motion Picture Projectionists,50
758,"Ushers, Lobby Attendants, and Ticket Takers",39-3030,broad,Entertainment Attendants and Related Workers,50
759,"Ushers, Lobby Attendants, and Ticket Takers",39-3031,detailed,"Ushers, Lobby Attendants, and Ticket Takers",50
760,Miscellaneous Entertainment Attendants and Related Workers,39-3090,broad,Entertainment Attendants and Related Workers,50
761,Amusement and Recreation Attendants,39-3091,detailed,Miscellaneous Entertainment Attendants and Related Workers,50
762,Costume Attendants,39-3092,detailed,Miscellaneous Entertainment Attendants and Related Workers,50
763,"Locker Room, Coatroom, and Dressing Room Attendants",39-3093,detailed,Miscellaneous Entertainment Attendants and Related Workers,50
764,"Entertainment Attendants and Related Workers, All Other",39-3099,detailed,Miscellaneous Entertainment Attendants and Related Workers,50
765,Funeral Service Workers,39-4000,minor,Personal Care and Service Occupations,50
766,Embalmers and Crematory Operators,39-4010,broad,Funeral Service Workers,50
767,Embalmers,39-4011,detailed,Embalmers and Crematory Operators,50
768,Crematory Operators,39-4012,detailed,Embalmers and Crematory Operators,50
769,Funeral Attendants,39-4020,broad,Funeral Service Workers,50
770,Funeral Attendants,39-4021,detailed,Funeral Attendants,50
771,"Morticians, Undertakers, and Funeral Arrangers",39-4030,broad,Funeral Service Workers,50
772,"Morticians, Undertakers, and Funeral Arrangers",39-4031,detailed,"Morticians, Undertakers, and Funeral Arrangers",50
773,Personal Appearance Workers,39-5000,minor,Personal Care and Service Occupations,50
774,"Barbers, Hairdressers, Hairstylists and Cosmetologists",39-5010,broad,Personal Appearance Workers,50
775,Barbers,39-5011,detailed,"Barbers, Hairdressers, Hairstylists and Cosmetologists",50
776,"Hairdressers, Hairstylists, and Cosmetologists",39-5012,detailed,"Barbers, Hairdressers, Hairstylists and Cosmetologists",50
777,Miscellaneous Personal Appearance Workers,39-5090,broad,Personal Appearance Workers,50
778,"Makeup Artists, Theatrical and Performance",39-5091,detailed,Miscellaneous Personal Appearance Workers,50
779,Manicurists and Pedicurists,39-5092,detailed,Miscellaneous Personal Appearance Workers,50
780,Shampooers,39-5093,detailed,Miscellaneous Personal Appearance Workers,50
781,Skincare Specialists,39-5094,detailed,Miscellaneous Personal Appearance Workers,50
782,"Baggage Porters, Bellhops, and Concierges",39-6000,minor,Personal Care and Service Occupations,50
783,"Baggage Porters, Bellhops, and Concierges",39-6010,broad,"Baggage Porters, Bellhops, and Concierges",50
784,Baggage Porters and Bellhops,39-6011,detailed,"Baggage Porters, Bellhops, and Concierges",50
785,Concierges,39-6012,detailed,"Baggage Porters, Bellhops, and Concierges",50
786,Tour and Travel Guides,39-7000,minor,Personal Care and Service Occupations,50
787,Tour and Travel Guides,39-7010,broad,Tour and Travel Guides,50
788,Tour Guides and Escorts,39-7011,detailed,Tour and Travel Guides,50
789,Travel Guides,39-7012,detailed,Tour and Travel Guides,50
790,Other Personal Care and Service Workers,39-9000,minor,Personal Care and Service Occupations,50
791,Childcare Workers,39-9010,broad,Other Personal Care and Service Workers,50
792,Childcare Workers,39-9011,detailed,Childcare Workers,50
793,Recreation and Fitness Workers,39-9030,broad,Other Personal Care and Service Workers,50
794,Exercise Trainers and Group Fitness Instructors,39-9031,detailed,Recreation and Fitness Workers,50
795,Recreation Workers,39-9032,detailed,Recreation and Fitness Workers,50
796,Residential Advisors,39-9040,broad,Other Personal Care and Service Workers,50
797,Residential Advisors,39-9041,detailed,Residential Advisors,50
798,Miscellaneous Personal Care and Service Workers,39-9090,broad,Other Personal Care and Service Workers,50
799,"Personal Care and Service Workers, All Other",39-9099,detailed,Miscellaneous Personal Care and Service Workers,50
800,Sales and Related Occupations,41-0000,major,All Occupations,50
801,Supervisors of Sales Workers,41-1000,minor,Sales and Related Occupations,50
802,First-Line Supervisors of Sales Workers,41-1010,broad,Supervisors of Sales Workers,50
803,First-Line Supervisors of Retail Sales Workers,41-1011,detailed,First-Line Supervisors of Sales Workers,50
804,First-Line Supervisors of Non-Retail Sales Workers,41-1012,detailed,First-Line Supervisors of Sales Workers,50
805,Retail Sales Workers,41-2000,minor,Sales and Related Occupations,50
806,Cashiers,41-2010,broad,Retail Sales Workers,50
807,Cashiers,41-2011,detailed,Cashiers,50
808,Gambling Change Persons and Booth Cashiers,41-2012,detailed,Cashiers,50
809,Counter and Rental Clerks and Parts Salespersons,41-2020,broad,Retail Sales Workers,50
810,Counter and Rental Clerks,41-2021,detailed,Counter and Rental Clerks and Parts Salespersons,50
811,Parts Salespersons,41-2022,detailed,Counter and Rental Clerks and Parts Salespersons,50
812,Retail Salespersons,41-2030,broad,Retail Sales Workers,50
813,Retail Salespersons,41-2031,detailed,Retail Salespersons,50
814,"Sales Representatives, Services",41-3000,minor,Sales and Related Occupations,50
815,Advertising Sales Agents,41-3010,broad,"Sales Representatives, Services",50
816,Advertising Sales Agents,41-3011,detailed,Advertising Sales Agents,50
817,Insurance Sales Agents,41-3020,broad,"Sales Representatives, Services",50
818,Insurance Sales Agents,41-3021,detailed,Insurance Sales Agents,50
819,"Securities, Commodities, and Financial Services Sales Agents",41-3030,broad,"Sales Representatives, Services",50
820,"Securities, Commodities, and Financial Services Sales Agents",41-3031,detailed,"Securities, Commodities, and Financial Services Sales Agents",50
821,Travel Agents,41-3040,broad,"Sales Representatives, Services",50
822,Travel Agents,41-3041,detailed,Travel Agents,50
823,"Miscellaneous Sales Representatives, Services",41-3090,broad,"Sales Representatives, Services",50
824,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",41-3091,detailed,"Miscellaneous Sales Representatives, Services",50
825,"Sales Representatives, Wholesale and Manufacturing",41-4000,minor,Sales and Related Occupations,50
826,"Sales Representatives, Wholesale and Manufacturing",41-4010,broad,"Sales Representatives, Wholesale and Manufacturing",50
827,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",41-4011,detailed,"Sales Representatives, Wholesale and Manufacturing",50
828,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",41-4012,detailed,"Sales Representatives, Wholesale and Manufacturing",50
829,Other Sales and Related Workers,41-9000,minor,Sales and Related Occupations,50
830,"Models, Demonstrators, and Product Promoters",41-9010,broad,Other Sales and Related Workers,50
831,Demonstrators and Product Promoters,41-9011,detailed,"Models, Demonstrators, and Product Promoters",50
832,Models,41-9012,detailed,"Models, Demonstrators, and Product Promoters",50
833,Real Estate Brokers and Sales Agents,41-9020,broad,Other Sales and Related Workers,50
834,Real Estate Brokers,41-9021,detailed,Real Estate Brokers and Sales Agents,50
835,Real Estate Sales Agents,41-9022,detailed,Real Estate Brokers and Sales Agents,50
836,Sales Engineers,41-9030,broad,Other Sales and Related Workers,50
837,Sales Engineers,41-9031,detailed,Sales Engineers,50
838,Telemarketers,41-9040,broad,Other Sales and Related Workers,50
839,Telemarketers,41-9041,detailed,Telemarketers,50
840,Miscellaneous Sales and Related Workers,41-9090,broad,Other Sales and Related Workers,50
841,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",41-9091,detailed,Miscellaneous Sales and Related Workers,50
842,"Sales and Related Workers, All Other",41-9099,detailed,Miscellaneous Sales and Related Workers,50
843,Office and Administrative Support Occupations,43-0000,major,All Occupations,50
844,Supervisors of Office and Administrative Support Workers,43-1000,minor,Office and Administrative Support Occupations,50
845,First-Line Supervisors of Office and Administrative Support Workers,43-1010,broad,Supervisors of Office and Administrative Support Workers,50
846,First-Line Supervisors of Office and Administrative Support Workers,43-1011,detailed,First-Line Supervisors of Office and Administrative Support Workers,50
847,Communications Equipment Operators,43-2000,minor,Office and Administrative Support Occupations,50
848,"Switchboard Operators, Including Answering Service",43-2010,broad,Communications Equipment Operators,50
849,"Switchboard Operators, Including Answering Service",43-2011,detailed,"Switchboard Operators, Including Answering Service",50
850,Telephone Operators,43-2020,broad,Communications Equipment Operators,50
851,Telephone Operators,43-2021,detailed,Telephone Operators,50
852,Miscellaneous Communications Equipment Operators,43-2090,broad,Communications Equipment Operators,50
853,"Communications Equipment Operators, All Other",43-2099,detailed,Miscellaneous Communications Equipment Operators,50
854,Financial Clerks,43-3000,minor,Office and Administrative Support Occupations,50
855,Bill and Account Collectors,43-3010,broad,Financial Clerks,50
856,Bill and Account Collectors,43-3011,detailed,Bill and Account Collectors,50
857,Billing and Posting Clerks,43-3020,broad,Financial Clerks,50
858,Billing and Posting Clerks,43-3021,detailed,Billing and Posting Clerks,50
859,"Bookkeeping, Accounting, and Auditing Clerks",43-3030,broad,Financial Clerks,50
860,"Bookkeeping, Accounting, and Auditing Clerks",43-3031,detailed,"Bookkeeping, Accounting, and Auditing Clerks",50
861,Gambling Cage Workers,43-3040,broad,Financial Clerks,50
862,Gambling Cage Workers,43-3041,detailed,Gambling Cage Workers,50
863,Payroll and Timekeeping Clerks,43-3050,broad,Financial Clerks,50
864,Payroll and Timekeeping Clerks,43-3051,detailed,Payroll and Timekeeping Clerks,50
865,Procurement Clerks,43-3060,broad,Financial Clerks,50
866,Procurement Clerks,43-3061,detailed,Procurement Clerks,50
867,Tellers,43-3070,broad,Financial Clerks,50
868,Tellers,43-3071,detailed,Tellers,50
869,Miscellaneous Financial Clerks,43-3090,broad,Financial Clerks,50
870,"Financial Clerks, All Other",43-3099,detailed,Miscellaneous Financial Clerks,50
871,Information and Record Clerks,43-4000,minor,Office and Administrative Support Occupations,50
872,Brokerage Clerks,43-4010,broad,Information and Record Clerks,50
873,Brokerage Clerks,43-4011,detailed,Brokerage Clerks,50
874,Correspondence Clerks,43-4020,broad,Information and Record Clerks,50
875,Correspondence Clerks,43-4021,detailed,Correspondence Clerks,50
876,"Court, Municipal, and License Clerks",43-4030,broad,Information and Record Clerks,50
877,"Court, Municipal, and License Clerks",43-4031,detailed,"Court, Municipal, and License Clerks",50
878,"Credit Authorizers, Checkers, and Clerks",43-4040,broad,Information and Record Clerks,50
879,"Credit Authorizers, Checkers, and Clerks",43-4041,detailed,"Credit Authorizers, Checkers, and Clerks",50
880,Customer Service Representatives,43-4050,broad,Information and Record Clerks,50
881,Customer Service Representatives,43-4051,detailed,Customer Service Representatives,50
882,"Eligibility Interviewers, Government Programs",43-4060,broad,Information and Record Clerks,50
883,"Eligibility Interviewers, Government Programs",43-4061,detailed,"Eligibility Interviewers, Government Programs",50
884,File Clerks,43-4070,broad,Information and Record Clerks,50
885,File Clerks,43-4071,detailed,File Clerks,50
886,"Hotel, Motel, and Resort Desk Clerks",43-4080,broad,Information and Record Clerks,50
887,"Hotel, Motel, and Resort Desk Clerks",43-4081,detailed,"Hotel, Motel, and Resort Desk Clerks",50
888,"Interviewers, Except Eligibility and Loan",43-4110,broad,Information and Record Clerks,50
889,"Interviewers, Except Eligibility and Loan",43-4111,detailed,"Interviewers, Except Eligibility and Loan",50
890,"Library Assistants, Clerical",43-4120,broad,Information and Record Clerks,50
891,"Library Assistants, Clerical",43-4121,detailed,"Library Assistants, Clerical",50
892,Loan Interviewers and Clerks,43-4130,broad,Information and Record Clerks,50
893,Loan Interviewers and Clerks,43-4131,detailed,Loan Interviewers and Clerks,50
894,New Accounts Clerks,43-4140,broad,Information and Record Clerks,50
895,New Accounts Clerks,43-4141,detailed,New Accounts Clerks,50
896,Order Clerks,43-4150,broad,Information and Record Clerks,50
897,Order Clerks,43-4151,detailed,Order Clerks,50
898,"Human Resources Assistants, Except Payroll and Timekeeping",43-4160,broad,Information and Record Clerks,50
899,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161,detailed,"Human Resources Assistants, Except Payroll and Timekeeping",50
900,Receptionists and Information Clerks,43-4170,broad,Information and Record Clerks,50
901,Receptionists and Information Clerks,43-4171,detailed,Receptionists and Information Clerks,50
902,Reservation and Transportation Ticket Agents and Travel Clerks,43-4180,broad,Information and Record Clerks,50
903,Reservation and Transportation Ticket Agents and Travel Clerks,43-4181,detailed,Reservation and Transportation Ticket Agents and Travel Clerks,50
904,Miscellaneous Information and Record Clerks,43-4190,broad,Information and Record Clerks,50
905,"Information and Record Clerks, All Other",43-4199,detailed,Miscellaneous Information and Record Clerks,50
906,"Material Recording, Scheduling, Dispatching, and Distributing Workers",43-5000,minor,Office and Administrative Support Occupations,50
907,Cargo and Freight Agents,43-5010,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
908,Cargo and Freight Agents,43-5011,detailed,Cargo and Freight Agents,50
909,Couriers and Messengers,43-5020,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
910,Couriers and Messengers,43-5021,detailed,Couriers and Messengers,50
911,Dispatchers,43-5030,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
912,Public Safety Telecommunicators,43-5031,detailed,Dispatchers,50
913,"Dispatchers, Except Police, Fire, and Ambulance",43-5032,detailed,Dispatchers,50
914,"Meter Readers, Utilities",43-5040,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
915,"Meter Readers, Utilities",43-5041,detailed,"Meter Readers, Utilities",50
916,Postal Service Workers,43-5050,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
917,Postal Service Clerks,43-5051,detailed,Postal Service Workers,50
918,Postal Service Mail Carriers,43-5052,detailed,Postal Service Workers,50
919,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43-5053,detailed,Postal Service Workers,50
920,"Production, Planning, and Expediting Clerks",43-5060,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
921,"Production, Planning, and Expediting Clerks",43-5061,detailed,"Production, Planning, and Expediting Clerks",50
922,"Shipping, Receiving, and Inventory Clerks",43-5070,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
923,"Shipping, Receiving, and Inventory Clerks",43-5071,detailed,"Shipping, Receiving, and Inventory Clerks",50
924,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5110,broad,"Material Recording, Scheduling, Dispatching, and Distributing Workers",50
925,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43-5111,detailed,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",50
926,Secretaries and Administrative Assistants,43-6000,minor,Office and Administrative Support Occupations,50
927,Secretaries and Administrative Assistants,43-6010,broad,Secretaries and Administrative Assistants,50
928,Executive Secretaries and Executive Administrative Assistants,43-6011,detailed,Secretaries and Administrative Assistants,50
929,Legal Secretaries and Administrative Assistants,43-6012,detailed,Secretaries and Administrative Assistants,50
930,Medical Secretaries and Administrative Assistants,43-6013,detailed,Secretaries and Administrative Assistants,50
931,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43-6014,detailed,Secretaries and Administrative Assistants,50
932,Other Office and Administrative Support Workers,43-9000,minor,Office and Administrative Support Occupations,50
933,Data Entry and Information Processing Workers,43-9020,broad,Other Office and Administrative Support Workers,50
934,Data Entry Keyers,43-9021,detailed,Data Entry and Information Processing Workers,50
935,Word Processors and Typists,43-9022,detailed,Data Entry and Information Processing Workers,50
936,Desktop Publishers,43-9030,broad,Other Office and Administrative Support Workers,50
937,Desktop Publishers,43-9031,detailed,Desktop Publishers,50
938,Insurance Claims and Policy Processing Clerks,43-9040,broad,Other Office and Administrative Support Workers,50
939,Insurance Claims and Policy Processing Clerks,43-9041,detailed,Insurance Claims and Policy Processing Clerks,50
940,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9050,broad,Other Office and Administrative Support Workers,50
941,"Mail Clerks and Mail Machine Operators, Except Postal Service",43-9051,detailed,"Mail Clerks and Mail Machine Operators, Except Postal Service",50
942,"Office Clerks, General",43-9060,broad,Other Office and Administrative Support Workers,50
943,"Office Clerks, General",43-9061,detailed,"Office Clerks, General",50
944,"Office Machine Operators, Except Computer",43-9070,broad,Other Office and Administrative Support Workers,50
945,"Office Machine Operators, Except Computer",43-9071,detailed,"Office Machine Operators, Except Computer",50
946,Proofreaders and Copy Markers,43-9080,broad,Other Office and Administrative Support Workers,50
947,Proofreaders and Copy Markers,43-9081,detailed,Proofreaders and Copy Markers,50
948,Statistical Assistants,43-9110,broad,Other Office and Administrative Support Workers,50
949,Statistical Assistants,43-9111,detailed,Statistical Assistants,50
950,Miscellaneous Office and Administrative Support Workers,43-9190,broad,Other Office and Administrative Support Workers,50
951,"Office and Administrative Support Workers, All Other",43-9199,detailed,Miscellaneous Office and Administrative Support Workers,50
952,"Farming, Fishing, and Forestry Occupations",45-0000,major,All Occupations,50
953,"Supervisors of Farming, Fishing, and Forestry Workers",45-1000,minor,"Farming, Fishing, and Forestry Occupations",50
954,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1010,broad,"Supervisors of Farming, Fishing, and Forestry Workers",50
955,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011,detailed,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",50
956,Agricultural Workers,45-2000,minor,"Farming, Fishing, and Forestry Occupations",50
957,Agricultural Inspectors,45-2010,broad,Agricultural Workers,50
958,Agricultural Inspectors,45-2011,detailed,Agricultural Inspectors,50
959,Animal Breeders,45-2020,broad,Agricultural Workers,50
960,Animal Breeders,45-2021,detailed,Animal Breeders,50
961,"Graders and Sorters, Agricultural Products",45-2040,broad,Agricultural Workers,50
962,"Graders and Sorters, Agricultural Products",45-2041,detailed,"Graders and Sorters, Agricultural Products",50
963,Miscellaneous Agricultural Workers,45-2090,broad,Agricultural Workers,50
964,Agricultural Equipment Operators,45-2091,detailed,Miscellaneous Agricultural Workers,50
965,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092,detailed,Miscellaneous Agricultural Workers,50
966,"Farmworkers, Farm, Ranch, and Aquacultural Animals",45-2093,detailed,Miscellaneous Agricultural Workers,50
967,"Agricultural Workers, All Other",45-2099,detailed,Miscellaneous Agricultural Workers,50
968,Fishing and Hunting Workers,45-3000,minor,"Farming, Fishing, and Forestry Occupations",50
969,Fishing and Hunting Workers,45-3030,broad,Fishing and Hunting Workers,50
970,Fishing and Hunting Workers,45-3031,detailed,Fishing and Hunting Workers,50
971,"Forest, Conservation, and Logging Workers",45-4000,minor,"Farming, Fishing, and Forestry Occupations",50
972,Forest and Conservation Workers,45-4010,broad,"Forest, Conservation, and Logging Workers",50
973,Forest and Conservation Workers,45-4011,detailed,Forest and Conservation Workers,50
974,Logging Workers,45-4020,broad,"Forest, Conservation, and Logging Workers",50
975,Fallers,45-4021,detailed,Logging Workers,50
976,Logging Equipment Operators,45-4022,detailed,Logging Workers,50
977,Log Graders and Scalers,45-4023,detailed,Logging Workers,50
978,"Logging Workers, All Other",45-4029,detailed,Logging Workers,50
979,Construction and Extraction Occupations,47-0000,major,All Occupations,50
980,Supervisors of Construction and Extraction Workers,47-1000,minor,Construction and Extraction Occupations,50
981,First-Line Supervisors of Construction Trades and Extraction Workers,47-1010,broad,Supervisors of Construction and Extraction Workers,50
982,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011,detailed,First-Line Supervisors of Construction Trades and Extraction Workers,50
983,Construction Trades Workers,47-2000,minor,Construction and Extraction Occupations,50
984,Boilermakers,47-2010,broad,Construction Trades Workers,50
985,Boilermakers,47-2011,detailed,Boilermakers,50
986,"Brickmasons, Blockmasons, and Stonemasons",47-2020,broad,Construction Trades Workers,50
987,Brickmasons and Blockmasons,47-2021,detailed,"Brickmasons, Blockmasons, and Stonemasons",50
988,Stonemasons,47-2022,detailed,"Brickmasons, Blockmasons, and Stonemasons",50
989,Carpenters,47-2030,broad,Construction Trades Workers,50
990,Carpenters,47-2031,detailed,Carpenters,50
991,"Carpet, Floor, and Tile Installers and Finishers",47-2040,broad,Construction Trades Workers,50
992,Carpet Installers,47-2041,detailed,"Carpet, Floor, and Tile Installers and Finishers",50
993,"Floor Layers, Except Carpet, Wood, and Hard Tiles",47-2042,detailed,"Carpet, Floor, and Tile Installers and Finishers",50
994,Floor Sanders and Finishers,47-2043,detailed,"Carpet, Floor, and Tile Installers and Finishers",50
995,Tile and Stone Setters,47-2044,detailed,"Carpet, Floor, and Tile Installers and Finishers",50
996,"Cement Masons, Concrete Finishers, and Terrazzo Workers",47-2050,broad,Construction Trades Workers,50
997,Cement Masons and Concrete Finishers,47-2051,detailed,"Cement Masons, Concrete Finishers, and Terrazzo Workers",50
998,Terrazzo Workers and Finishers,47-2053,detailed,"Cement Masons, Concrete Finishers, and Terrazzo Workers",50
999,Construction Laborers,47-2060,broad,Construction Trades Workers,50
1000,Construction Laborers,47-2061,detailed,Construction Laborers,50
1001,Construction Equipment Operators,47-2070,broad,Construction Trades Workers,50
1002,"Paving, Surfacing, and Tamping Equipment Operators",47-2071,detailed,Construction Equipment Operators,50
1003,Pile Driver Operators,47-2072,detailed,Construction Equipment Operators,50
1004,Operating Engineers and Other Construction Equipment Operators,47-2073,detailed,Construction Equipment Operators,50
1005,"Drywall Installers, Ceiling Tile Installers, and Tapers",47-2080,broad,Construction Trades Workers,50
1006,Drywall and Ceiling Tile Installers,47-2081,detailed,"Drywall Installers, Ceiling Tile Installers, and Tapers",50
1007,Tapers,47-2082,detailed,"Drywall Installers, Ceiling Tile Installers, and Tapers",50
1008,Electricians,47-2110,broad,Construction Trades Workers,50
1009,Electricians,47-2111,detailed,Electricians,50
1010,Glaziers,47-2120,broad,Construction Trades Workers,50
1011,Glaziers,47-2121,detailed,Glaziers,50
1012,Insulation Workers,47-2130,broad,Construction Trades Workers,50
1013,"Insulation Workers, Floor, Ceiling, and Wall",47-2131,detailed,Insulation Workers,50
1014,"Insulation Workers, Mechanical",47-2132,detailed,Insulation Workers,50
1015,Painters and Paperhangers,47-2140,broad,Construction Trades Workers,50
1016,"Painters, Construction and Maintenance",47-2141,detailed,Painters and Paperhangers,50
1017,Paperhangers,47-2142,detailed,Painters and Paperhangers,50
1018,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",47-2150,broad,Construction Trades Workers,50
1019,Pipelayers,47-2151,detailed,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",50
1020,"Plumbers, Pipefitters, and Steamfitters",47-2152,detailed,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",50
1021,Plasterers and Stucco Masons,47-2160,broad,Construction Trades Workers,50
1022,Plasterers and Stucco Masons,47-2161,detailed,Plasterers and Stucco Masons,50
1023,Reinforcing Iron and Rebar Workers,47-2170,broad,Construction Trades Workers,50
1024,Reinforcing Iron and Rebar Workers,47-2171,detailed,Reinforcing Iron and Rebar Workers,50
1025,Roofers,47-2180,broad,Construction Trades Workers,50
1026,Roofers,47-2181,detailed,Roofers,50
1027,Sheet Metal Workers,47-2210,broad,Construction Trades Workers,50
1028,Sheet Metal Workers,47-2211,detailed,Sheet Metal Workers,50
1029,Structural Iron and Steel Workers,47-2220,broad,Construction Trades Workers,50
1030,Structural Iron and Steel Workers,47-2221,detailed,Structural Iron and Steel Workers,50
1031,Solar Photovoltaic Installers,47-2230,broad,Construction Trades Workers,50
